"2018","type","DGP","niter"
1,"coverage",3,52
513.382960796356,"time",3,52
-1.08631375211011,"cs_lb",4,52
5.7810393408802,"cs_ub",4,52
1,"coverage",4,52
521.170399188995,"time",4,52
-1.15029400023593,"cs_lb",3,53
0.775188293573112,"cs_ub",3,53
1,"coverage",3,53
533.119981050491,"time",3,53
-1.36226781551569,"cs_lb",4,53
5.95450849802609,"cs_ub",4,53
1,"coverage",4,53
529.930384874344,"time",4,53
-0.75725488534726,"cs_lb",3,54
1.10507009211612,"cs_ub",3,54
1,"coverage",3,54
534.367739915848,"time",3,54
-1.25816199106366,"cs_lb",4,54
5.4541209778586,"cs_ub",4,54
1,"coverage",4,54
538.944905996323,"time",4,54
-1.37508328206479,"cs_lb",3,55
0.714036328858754,"cs_ub",3,55
1,"coverage",3,55
518.123054027557,"time",3,55
-1.02361406595798,"cs_lb",4,55
6.09454310734373,"cs_ub",4,55
1,"coverage",4,55
526.016290187836,"time",4,55
-0.810669329283113,"cs_lb",3,56
0.948502555099791,"cs_ub",3,56
1,"coverage",3,56
522.100995063782,"time",3,56
-1.02282163343033,"cs_lb",4,56
5.94369339831219,"cs_ub",4,56
1,"coverage",4,56
524.550323963165,"time",4,56
-0.842191368363332,"cs_lb",3,57
0.875084173503097,"cs_ub",3,57
1,"coverage",3,57
515.301397800446,"time",3,57
-0.97264684315105,"cs_lb",4,57
5.84457122211627,"cs_ub",4,57
1,"coverage",4,57
518.82349896431,"time",4,57
-0.866708161396237,"cs_lb",3,58
1.30905422873557,"cs_ub",3,58
1,"coverage",3,58
524.520174026489,"time",3,58
-1.19543563247361,"cs_lb",4,58
6.19635658005536,"cs_ub",4,58
1,"coverage",4,58
528.306701898575,"time",4,58
-1.27181077295816,"cs_lb",3,59
0.858561274547915,"cs_ub",3,59
1,"coverage",3,59
518.486536979675,"time",3,59
-0.886941945096784,"cs_lb",4,59
6.01413690265667,"cs_ub",4,59
1,"coverage",4,59
496.14370393753,"time",4,59
-1.01703306081606,"cs_lb",3,60
1.00163360388756,"cs_ub",3,60
1,"coverage",3,60
494.276875972748,"time",3,60
-0.910815147880096,"cs_lb",4,60
6.13779513018164,"cs_ub",4,60
1,"coverage",4,60
507.556399822235,"time",4,60
-1.10578851572847,"cs_lb",3,61
1.03780544704832,"cs_ub",3,61
1,"coverage",3,61
505.404029130936,"time",3,61
-1.14116590609577,"cs_lb",4,61
5.93975478158402,"cs_ub",4,61
1,"coverage",4,61
505.099286079407,"time",4,61
-1.19192555518312,"cs_lb",3,62
0.912436377020899,"cs_ub",3,62
1,"coverage",3,62
501.505528926849,"time",3,62
-1.47944639059288,"cs_lb",4,62
5.96425011908108,"cs_ub",4,62
1,"coverage",4,62
493.629759073257,"time",4,62
-0.973364467333642,"cs_lb",3,63
0.904723719322479,"cs_ub",3,63
1,"coverage",3,63
496.072376012802,"time",3,63
-1.04409840716447,"cs_lb",4,63
6.07052052372976,"cs_ub",4,63
1,"coverage",4,63
506.446908950806,"time",4,63
-0.784265657629424,"cs_lb",3,64
1.05327230131895,"cs_ub",3,64
1,"coverage",3,64
490.621522903442,"time",3,64
-1.01802274991704,"cs_lb",4,64
5.74957753823079,"cs_ub",4,64
1,"coverage",4,64
497.33602809906,"time",4,64
-0.738967364000461,"cs_lb",3,65
0.635450778010203,"cs_ub",3,65
1,"coverage",3,65
495.109874010086,"time",3,65
-0.851190416727354,"cs_lb",4,65
5.79727080153228,"cs_ub",4,65
1,"coverage",4,65
494.552716016769,"time",4,65
-0.466479276138537,"cs_lb",3,66
0.95812090077934,"cs_ub",3,66
1,"coverage",3,66
493.113550186157,"time",3,66
-0.779897201228997,"cs_lb",4,66
6.1403478876718,"cs_ub",4,66
1,"coverage",4,66
493.167347192764,"time",4,66
-1.17877936459748,"cs_lb",3,67
0.625983154825611,"cs_ub",3,67
1,"coverage",3,67
491.10640001297,"time",3,67
-1.24464963056608,"cs_lb",4,67
6.0905063464658,"cs_ub",4,67
1,"coverage",4,67
494.097201824188,"time",4,67
-0.506709698888219,"cs_lb",3,68
1.39477278885253,"cs_ub",3,68
1,"coverage",3,68
495.05784702301,"time",3,68
-0.599942814129784,"cs_lb",4,68
5.85925261219549,"cs_ub",4,68
1,"coverage",4,68
496.551208019257,"time",4,68
-0.744814432075619,"cs_lb",3,69
1.12617515208687,"cs_ub",3,69
1,"coverage",3,69
493.352545976639,"time",3,69
-1.05925982263213,"cs_lb",4,69
5.88159718840329,"cs_ub",4,69
1,"coverage",4,69
516.07367014885,"time",4,69
-0.812958282722478,"cs_lb",3,70
0.985974561609605,"cs_ub",3,70
1,"coverage",3,70
520.192429065704,"time",3,70
-0.960502718331962,"cs_lb",4,70
6.03137861251493,"cs_ub",4,70
1,"coverage",4,70
513.75364112854,"time",4,70
-1.14789944935387,"cs_lb",3,71
0.737386534384531,"cs_ub",3,71
1,"coverage",3,71
509.866522789001,"time",3,71
-1.29452947960616,"cs_lb",4,71
5.83493214129722,"cs_ub",4,71
1,"coverage",4,71
505.098034858704,"time",4,71
-0.741064339534607,"cs_lb",3,72
1.05126510313871,"cs_ub",3,72
1,"coverage",3,72
499.719137907028,"time",3,72
-1.14344020398597,"cs_lb",4,72
5.93671635165507,"cs_ub",4,72
1,"coverage",4,72
503.821713924408,"time",4,72
-0.949914091448985,"cs_lb",3,73
1.02576317082273,"cs_ub",3,73
1,"coverage",3,73
496.045734882355,"time",3,73
-1.61893202790975,"cs_lb",4,73
5.86079395239415,"cs_ub",4,73
1,"coverage",4,73
502.700799942017,"time",4,73
-0.421725938392211,"cs_lb",3,74
0.639884746536811,"cs_ub",3,74
1,"coverage",3,74
499.816050052643,"time",3,74
-1.43454464038939,"cs_lb",4,74
6.04973163244586,"cs_ub",4,74
1,"coverage",4,74
500.498152971268,"time",4,74
-0.952531280856722,"cs_lb",3,75
0.728136484426503,"cs_ub",3,75
1,"coverage",3,75
503.386083126068,"time",3,75
-0.873718454274544,"cs_lb",4,75
6.18383998834551,"cs_ub",4,75
1,"coverage",4,75
517.074048042297,"time",4,75
-0.826592251006761,"cs_lb",3,76
0.931250705881506,"cs_ub",3,76
1,"coverage",3,76
513.377836942673,"time",3,76
-0.872932767931919,"cs_lb",4,76
6.31030212374806,"cs_ub",4,76
1,"coverage",4,76
507.982784986496,"time",4,76
-1.07813799372036,"cs_lb",3,77
0.754259011265529,"cs_ub",3,77
1,"coverage",3,77
504.473347902298,"time",3,77
-1.27127786029601,"cs_lb",4,77
6.03485649251993,"cs_ub",4,77
1,"coverage",4,77
509.902586221695,"time",4,77
-1.09105143262199,"cs_lb",3,78
0.891852605389521,"cs_ub",3,78
1,"coverage",3,78
502.226802110672,"time",3,78
-1.04093908393464,"cs_lb",4,78
5.70527417835449,"cs_ub",4,78
1,"coverage",4,78
509.589952945709,"time",4,78
-0.810952435141449,"cs_lb",3,79
0.782474871377154,"cs_ub",3,79
1,"coverage",3,79
519.476711988449,"time",3,79
-1.33755230765303,"cs_lb",4,79
5.72861164786949,"cs_ub",4,79
1,"coverage",4,79
513.144964933395,"time",4,79
-0.793865690913687,"cs_lb",3,80
0.947799415197126,"cs_ub",3,80
1,"coverage",3,80
510.197874069214,"time",3,80
-0.877547968946679,"cs_lb",4,80
5.98597044094203,"cs_ub",4,80
1,"coverage",4,80
499.000981092453,"time",4,80
-0.952856374109349,"cs_lb",3,81
0.863375576037689,"cs_ub",3,81
1,"coverage",3,81
494.813909053802,"time",3,81
-1.17931879095547,"cs_lb",4,81
6.00971370926588,"cs_ub",4,81
1,"coverage",4,81
495.83857011795,"time",4,81
-1.03962416196551,"cs_lb",3,82
1.05948455115289,"cs_ub",3,82
1,"coverage",3,82
494.8032310009,"time",3,82
-1.3609135614036,"cs_lb",4,82
5.63715655588758,"cs_ub",4,82
1,"coverage",4,82
498.230716943741,"time",4,82
-0.96627481189896,"cs_lb",3,83
0.971879032965149,"cs_ub",3,83
1,"coverage",3,83
491.791783094406,"time",3,83
-0.813736579550803,"cs_lb",4,83
5.89203528366115,"cs_ub",4,83
1,"coverage",4,83
495.624943971634,"time",4,83
-1.11957432541019,"cs_lb",3,84
0.716001065667801,"cs_ub",3,84
1,"coverage",3,84
492.691849946976,"time",3,84
-0.860994119815413,"cs_lb",4,84
6.0614229032247,"cs_ub",4,84
1,"coverage",4,84
496.451868057251,"time",4,84
-0.799177846232074,"cs_lb",3,85
1.00415210660414,"cs_ub",3,85
1,"coverage",3,85
494.237452030182,"time",3,85
-1.13916084289329,"cs_lb",4,85
5.91472136681619,"cs_ub",4,85
1,"coverage",4,85
501.232518911362,"time",4,85
-1.05723273706649,"cs_lb",3,86
0.7438959042027,"cs_ub",3,86
1,"coverage",3,86
491.562021017075,"time",3,86
-1.03879557387855,"cs_lb",4,86
6.14524441338438,"cs_ub",4,86
1,"coverage",4,86
496.55312204361,"time",4,86
-1.08294666418365,"cs_lb",3,87
0.893623798817413,"cs_ub",3,87
1,"coverage",3,87
494.3845038414,"time",3,87
-0.618633720522581,"cs_lb",4,87
5.94339898183244,"cs_ub",4,87
1,"coverage",4,87
495.062510967255,"time",4,87
-1.06175137412474,"cs_lb",3,88
1.11545840078857,"cs_ub",3,88
1,"coverage",3,88
494.73949098587,"time",3,88
-1.03356510920757,"cs_lb",4,88
5.87303256226585,"cs_ub",4,88
1,"coverage",4,88
502.718591928482,"time",4,88
-1.01561141780597,"cs_lb",3,89
0.748472271172303,"cs_ub",3,89
1,"coverage",3,89
494.76451587677,"time",3,89
-1.41656933068323,"cs_lb",4,89
5.72666627338318,"cs_ub",4,89
1,"coverage",4,89
498.036815166473,"time",4,89
-1.02804343274215,"cs_lb",3,90
0.786540620191333,"cs_ub",3,90
1,"coverage",3,90
496.204085111618,"time",3,90
-1.46690980618177,"cs_lb",4,90
5.85466363047463,"cs_ub",4,90
1,"coverage",4,90
496.449398040771,"time",4,90
-1.11473249475284,"cs_lb",3,91
0.84584178679722,"cs_ub",3,91
1,"coverage",3,91
494.949704170227,"time",3,91
-1.18615949698906,"cs_lb",4,91
6.17657392522873,"cs_ub",4,91
1,"coverage",4,91
497.383126974106,"time",4,91
-1.12854923650041,"cs_lb",3,92
0.75739958499765,"cs_ub",3,92
1,"coverage",3,92
496.48041009903,"time",3,92
-1.21162972155914,"cs_lb",4,92
5.79501507085156,"cs_ub",4,92
1,"coverage",4,92
495.995087862015,"time",4,92
-0.721571089669748,"cs_lb",3,93
1.24574887984084,"cs_ub",3,93
1,"coverage",3,93
496.253146886826,"time",3,93
-1.18594979831434,"cs_lb",4,93
5.99792771849395,"cs_ub",4,93
1,"coverage",4,93
497.52147102356,"time",4,93
-1.1080013412003,"cs_lb",3,94
0.849936179755825,"cs_ub",3,94
1,"coverage",3,94
494.823622941971,"time",3,94
-1.28851088065637,"cs_lb",4,94
5.74690082144832,"cs_ub",4,94
1,"coverage",4,94
498.09083199501,"time",4,94
-0.974099816981108,"cs_lb",3,95
0.761612923162638,"cs_ub",3,95
1,"coverage",3,95
497.229492902756,"time",3,95
-1.11507656136483,"cs_lb",4,95
5.64679835771009,"cs_ub",4,95
1,"coverage",4,95
495.452286958694,"time",4,95
-0.93731617264194,"cs_lb",3,96
1.05058925637889,"cs_ub",3,96
1,"coverage",3,96
499.575068950653,"time",3,96
-1.018866081076,"cs_lb",4,96
6.07436619797383,"cs_ub",4,96
1,"coverage",4,96
498.085815191269,"time",4,96
-0.737160209198237,"cs_lb",3,97
1.06459860873541,"cs_ub",3,97
1,"coverage",3,97
497.136997938156,"time",3,97
-1.12013306094039,"cs_lb",4,97
5.92404470333176,"cs_ub",4,97
1,"coverage",4,97
499.087363958359,"time",4,97
-0.756354170214535,"cs_lb",3,98
0.502299753538995,"cs_ub",3,98
1,"coverage",3,98
494.274136066437,"time",3,98
-1.2206997109178,"cs_lb",4,98
5.8982272186913,"cs_ub",4,98
1,"coverage",4,98
498.605562925339,"time",4,98
-0.816484494775627,"cs_lb",3,99
0.484391155706146,"cs_ub",3,99
1,"coverage",3,99
497.310923814774,"time",3,99
-1.40052361651004,"cs_lb",4,99
5.60112146199012,"cs_ub",4,99
1,"coverage",4,99
499.322853088379,"time",4,99
-0.727518820153855,"cs_lb",3,100
1.06699261510061,"cs_ub",3,100
1,"coverage",3,100
496.812614917755,"time",3,100
-1.17978440176008,"cs_lb",4,100
6.07134058252503,"cs_ub",4,100
1,"coverage",4,100
496.36255812645,"time",4,100
-1.10855634343086,"cs_lb",3,101
0.863625463832521,"cs_ub",3,101
1,"coverage",3,101
496.168519020081,"time",3,101
-1.2048685343973,"cs_lb",4,101
5.81796385099859,"cs_ub",4,101
1,"coverage",4,101
499.910089969635,"time",4,101
-1.09435213829799,"cs_lb",3,102
1.00386841796935,"cs_ub",3,102
1,"coverage",3,102
496.656083106995,"time",3,102
-1.33070842467268,"cs_lb",4,102
5.99536041095049,"cs_ub",4,102
1,"coverage",4,102
498.467478990555,"time",4,102
-0.971636752632835,"cs_lb",3,103
1.29460863750277,"cs_ub",3,103
1,"coverage",3,103
496.213155031204,"time",3,103
-0.926599706803189,"cs_lb",4,103
5.96850977259806,"cs_ub",4,103
1,"coverage",4,103
499.680344820023,"time",4,103
-1.35989953107617,"cs_lb",3,104
0.798982795552282,"cs_ub",3,104
1,"coverage",3,104
494.447461843491,"time",3,104
-1.02503817397077,"cs_lb",4,104
5.38470838207415,"cs_ub",4,104
1,"coverage",4,104
502.083328008652,"time",4,104
-1.14940170702772,"cs_lb",3,105
1.15841202837729,"cs_ub",3,105
1,"coverage",3,105
498.646672010422,"time",3,105
-1.33125430971357,"cs_lb",4,105
5.618159607937,"cs_ub",4,105
1,"coverage",4,105
493.700415849686,"time",4,105
-0.939145456790533,"cs_lb",3,106
0.762491741444327,"cs_ub",3,106
1,"coverage",3,106
499.010600090027,"time",3,106
-1.61050586164271,"cs_lb",4,106
6.03047652710273,"cs_ub",4,106
1,"coverage",4,106
500.363708972931,"time",4,106
-0.988424922133861,"cs_lb",3,107
1.32701178746353,"cs_ub",3,107
1,"coverage",3,107
496.581177949905,"time",3,107
-0.963552226338622,"cs_lb",4,107
5.97544403422271,"cs_ub",4,107
1,"coverage",4,107
498.300740003586,"time",4,107
-1.04691279205983,"cs_lb",3,108
1.10864372441954,"cs_ub",3,108
1,"coverage",3,108
497.949130058289,"time",3,108
-1.34835310616631,"cs_lb",4,108
5.90103533429861,"cs_ub",4,108
1,"coverage",4,108
503.943264961243,"time",4,108
-1.07768673118425,"cs_lb",3,109
1.19526146076836,"cs_ub",3,109
1,"coverage",3,109
494.125036001205,"time",3,109
-1.34754606424999,"cs_lb",4,109
5.87446573583337,"cs_ub",4,109
1,"coverage",4,109
