"2018","type","DGP","niter"
-0.000879231764404256,"est",3,1
0.125178668368054,"se",3,1
1,"coverage",3,1
30.3407869338989,"time",3,1
4.88295163397602,"est",4,1
1.54068707806048,"se",4,1
0,"coverage",4,1
13.1601231098175,"time",4,1
-0.106141524522129,"est",3,2
0.11495652945503,"se",3,2
1,"coverage",3,2
28.2759890556335,"time",3,2
4.50085111754685,"est",4,2
1.3605493330498,"se",4,2
0,"coverage",4,2
13.8567578792572,"time",4,2
-0.0489367009188902,"est",3,3
0.101700220717249,"se",3,3
1,"coverage",3,3
28.6407940387726,"time",3,3
5.08193369558453,"est",4,3
1.47601946940554,"se",4,3
0,"coverage",4,3
15.8006198406219,"time",4,3
-0.0475456553825354,"est",3,4
0.0821524222559552,"se",3,4
1,"coverage",3,4
25.762876033783,"time",3,4
4.25241087409523,"est",4,4
1.25545614534622,"se",4,4
0,"coverage",4,4
13.4991579055786,"time",4,4
0.1010399612491,"est",3,5
0.114339161615559,"se",3,5
1,"coverage",3,5
28.2665388584137,"time",3,5
4.69377140776534,"est",4,5
0.9786962466363,"se",4,5
0,"coverage",4,5
18.5574479103088,"time",4,5
-0.0951606728014247,"est",3,6
0.104133193854822,"se",3,6
1,"coverage",3,6
67.6786291599274,"time",3,6
4.93615676163311,"est",4,6
1.2676828419657,"se",4,6
0,"coverage",4,6
13.5675821304321,"time",4,6
0.0289309628251018,"est",3,7
0.121118916452587,"se",3,7
1,"coverage",3,7
24.969514131546,"time",3,7
4.28296142698056,"est",4,7
1.1096755657029,"se",4,7
0,"coverage",4,7
17.3537719249725,"time",4,7
0.00761834158291064,"est",3,8
0.103891111286507,"se",3,8
1,"coverage",3,8
28.9463601112366,"time",3,8
4.65253497047795,"est",4,8
1.45169545322128,"se",4,8
0,"coverage",4,8
14.6671409606934,"time",4,8
0.113935853976583,"est",3,9
0.138323489534074,"se",3,9
1,"coverage",3,9
23.1128668785095,"time",3,9
5.10173317174838,"est",4,9
1.11778066512733,"se",4,9
0,"coverage",4,9
14.3691718578339,"time",4,9
-0.0235516694905498,"est",3,10
0.127493277026895,"se",3,10
1,"coverage",3,10
31.5835778713226,"time",3,10
4.27624249614383,"est",4,10
1.21887066683916,"se",4,10
0,"coverage",4,10
15.3717758655548,"time",4,10
0.00146821427398111,"est",3,11
0.116324878228945,"se",3,11
1,"coverage",3,11
29.5877740383148,"time",3,11
4.48524478029274,"est",4,11
1.41714291279331,"se",4,11
0,"coverage",4,11
14.1364398002625,"time",4,11
0.0062287038028799,"est",3,12
0.087260569374154,"se",3,12
1,"coverage",3,12
31.9216041564941,"time",3,12
4.71806169510626,"est",4,12
1.25828793182127,"se",4,12
0,"coverage",4,12
12.7922840118408,"time",4,12
0.030553770893068,"est",3,13
0.119698589829126,"se",3,13
1,"coverage",3,13
24.7290551662445,"time",3,13
4.80828616295409,"est",4,13
1.26150632372004,"se",4,13
0,"coverage",4,13
13.6544530391693,"time",4,13
0.0908738816958986,"est",3,14
0.120610601987148,"se",3,14
1,"coverage",3,14
28.3446469306946,"time",3,14
4.56041453074575,"est",4,14
1.42693864334851,"se",4,14
0,"coverage",4,14
14.4661321640015,"time",4,14
0.103044624651955,"est",3,15
0.118220426801263,"se",3,15
1,"coverage",3,15
19.6672129631042,"time",3,15
4.56914550524223,"est",4,15
1.34244445594997,"se",4,15
0,"coverage",4,15
14.5318109989166,"time",4,15
0.118726240513618,"est",3,16
0.103566351044673,"se",3,16
